#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3C7412B6098CEF2-1DC787F1F19F00D7
#datatype	hitsConcise Results
#status	0
#Start time	2022-04-21T02:14:00	Run time	0:00:28:52
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#209 - >209	specific	214815	320	378	2.1006e-37	129.144	smart00774	WRKY	 - 	cl03892
Q#209 - >209	specific	402248	283	318	1.57679e-09	52.8859	pfam10533	Plant_zn_clust	 - 	cl11166
Q#210 - >210	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#210 - >210	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#211 - >211	specific	214815	163	220	2.69982e-33	114.506	smart00774	WRKY	 - 	cl03892
Q#212 - >212	specific	397294	147	215	1.25698e-28	104.476	pfam03106	WRKY	 - 	cl03892
Q#213 - >213	specific	214815	125	185	9.68716e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#214 - >214	specific	214815	130	189	2.57757e-36	124.521	smart00774	WRKY	 - 	cl03892
Q#215 - >215	specific	396785	8	146	1.44557e-25	98.6511	pfam02365	NAM	 - 	cl03558
Q#216 - >216	specific	214815	175	232	3.80423e-36	122.21	smart00774	WRKY	 - 	cl03892
Q#217 - >217	specific	396785	12	142	8.54393e-27	105.2	pfam02365	NAM	 - 	cl03558
Q#218 - >218	specific	214815	250	308	4.60443e-34	119.128	smart00774	WRKY	 - 	cl03892
Q#218 - >218	specific	402248	207	248	4.08811e-12	59.8195	pfam10533	Plant_zn_clust	 - 	cl11166
Q#219 - >219	specific	396785	9	143	4.86148e-28	106.355	pfam02365	NAM	 - 	cl03558
Q#220 - >220	specific	214815	68	125	1.93784e-33	114.891	smart00774	WRKY	 - 	cl03892
Q#221 - >221	specific	214815	234	289	7.43245e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#222 - >222	specific	214815	43	104	2.54774e-28	101.409	smart00774	WRKY	 - 	cl03892
Q#223 - >223	superfamily	215636	169	523	3.14431e-39	157.346	cl33664	PLN03218 superfamily	NC	 - 
Q#223 - >223	specific	404055	517	562	2.6318e-12	61.9955	pfam13041	PPR_2	 - 	cl38385
Q#223 - >223	specific	404055	591	633	2.81484e-10	56.2176	pfam13041	PPR_2	 - 	cl38385
Q#223 - >223	superfamily	407303	532	682	6.16694e-10	59.7176	cl38513	PPR_long superfamily	 - 	 - 
Q#224 - >224	specific	214815	137	194	2.06158e-33	115.276	smart00774	WRKY	 - 	cl03892
Q#225 - >225	specific	214815	134	191	1.78098e-34	117.202	smart00774	WRKY	 - 	cl03892
Q#226 - >226	specific	396785	10	148	1.67614e-23	94.0287	pfam02365	NAM	 - 	cl03558
Q#227 - >227	specific	214815	1227	1286	2.75117e-26	102.565	smart00774	WRKY	 - 	cl03892
Q#227 - >227	superfamily	395745	407	640	1.16797e-15	78.19	cl26397	NB-ARC superfamily	 - 	 - 
Q#227 - >227	superfamily	215633	205	426	1.22954e-09	62.9698	cl33662	PLN03210 superfamily	NC	 - 
Q#227 - >227	superfamily	215061	783	1186	2.26955e-06	52.1576	cl33413	PLN00113 superfamily	C	 - 
Q#228 - >228	specific	214815	198	254	7.12038e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#229 - >229	specific	214815	162	218	1.7991e-31	114.121	smart00774	WRKY	 - 	cl03892
Q#231 - >231	specific	214815	143	201	7.45151e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#232 - >232	specific	214815	134	191	1.28272e-38	130.684	smart00774	WRKY	 - 	cl03892
Q#233 - >233	specific	397294	413	468	6.58435e-34	122.58	pfam03106	WRKY	 - 	cl03892
Q#233 - >233	specific	397294	245	299	1.87866e-29	110.254	pfam03106	WRKY	 - 	cl03892
Q#234 - >234	specific	214815	238	295	1.11307e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#235 - >235	specific	214815	118	182	2.68892e-25	94.8608	smart00774	WRKY	 - 	cl03892
Q#236 - >236	specific	397294	34	93	5.69978e-28	99.8534	pfam03106	WRKY	 - 	cl03892
Q#237 - >237	specific	214815	93	151	4.9472e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#238 - >238	specific	214815	123	180	1.01326e-38	129.914	smart00774	WRKY	 - 	cl03892
Q#239 - >239	specific	214815	245	303	1.92403e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#240 - >240	specific	214815	198	256	6.39019e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#241 - >241	specific	214815	147	205	7.61384e-34	117.973	smart00774	WRKY	 - 	cl03892
Q#242 - >242	specific	214815	250	308	1.44156e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#243 - >243	specific	214815	383	437	2.61673e-29	109.498	smart00774	WRKY	 - 	cl03892
Q#243 - >243	superfamily	227489	25	181	1.63919e-08	57.2261	cl27325	ULP1 superfamily	N	 - 
Q#244 - >244	specific	214815	139	188	5.73869e-23	86.7716	smart00774	WRKY	C	cl03892
Q#245 - >245	superfamily	187754	176	268	1.33203e-12	65.8116	cl39120	AMN1 superfamily	NC	 - 
Q#245 - >245	specific	403981	83	118	9.60513e-05	39.0045	pfam12937	F-box-like	C	cl02535
Q#246 - >246	specific	397294	223	279	4.91545e-34	118.343	pfam03106	WRKY	 - 	cl03892
Q#246 - >246	specific	402248	182	219	3.15905e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#247 - >247	specific	214815	139	196	1.44739e-35	120.669	smart00774	WRKY	 - 	cl03892
Q#248 - >248	specific	214815	51	112	7.67283e-32	111.81	smart00774	WRKY	 - 	cl03892
Q#249 - >249	specific	396785	10	143	2.65364e-26	104.044	pfam02365	NAM	 - 	cl03558
Q#250 - >250	specific	214815	192	250	1.88189e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#251 - >251	specific	214815	123	188	5.00281e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#252 - >252	specific	214815	143	203	3.6902e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#253 - >253	specific	214815	144	214	2.86161e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#254 - >254	specific	214815	127	186	5.54711e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#255 - >255	specific	397294	114	174	4.37139e-28	102.165	pfam03106	WRKY	 - 	cl03892
Q#256 - >256	specific	396785	9	144	6.1936e-25	99.8067	pfam02365	NAM	 - 	cl03558
Q#257 - >257	specific	214815	352	409	8.41296e-35	124.136	smart00774	WRKY	 - 	cl03892
Q#257 - >257	specific	214815	190	247	1.78981e-32	117.973	smart00774	WRKY	 - 	cl03892
Q#258 - >258	specific	214815	134	191	1.28272e-38	130.684	smart00774	WRKY	 - 	cl03892
Q#259 - >259	specific	214815	135	197	2.30662e-30	109.884	smart00774	WRKY	 - 	cl03892
Q#260 - >260	specific	214815	102	159	2.87778e-30	106.032	smart00774	WRKY	 - 	cl03892
Q#261 - >261	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#262 - >262	specific	397294	169	225	2.95918e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#262 - >262	specific	402248	122	165	3.11726e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#263 - >263	specific	206652	1327	1575	3.9073e-124	387.444	cd01853	Toc34_like	 - 	cl38936
Q#264 - >264	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#265 - >265	specific	214815	890	950	3.67351e-31	116.047	smart00774	WRKY	 - 	cl03892
Q#265 - >265	superfamily	395745	95	307	2.36232e-29	117.48	cl26397	NB-ARC superfamily	 - 	 - 
Q#265 - >265	superfamily	411060	508	619	0.00897189	38.6138	cl40577	PPP1R42 superfamily	NC	 - 
Q#266 - >266	specific	214815	118	178	2.16028e-35	121.44	smart00774	WRKY	 - 	cl03892
Q#267 - >267	specific	214815	280	337	1.03946e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#268 - >268	specific	214815	148	205	1.25809e-31	110.269	smart00774	WRKY	 - 	cl03892
Q#269 - >269	specific	214815	239	297	2.4304e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#271 - >271	specific	396785	10	140	2.0933e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#272 - >272	specific	396785	9	147	2.81402e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#273 - >273	specific	215412	48	645	0	1026.56	PLN02769	PLN02769	 - 	cl30823
Q#274 - >274	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#275 - >275	superfamily	413846	170	190	4.37254e-09	51.7184	cl03892	WRKY superfamily	C	 - 
Q#276 - >276	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#277 - >277	specific	397294	148	203	1.91284e-32	115.261	pfam03106	WRKY	 - 	cl03892
Q#278 - >278	specific	214815	147	205	5.64651e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#279 - >279	specific	396785	8	146	1.72946e-25	100.962	pfam02365	NAM	 - 	cl03558
Q#280 - >280	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#281 - >281	specific	206652	1327	1575	3.9073e-124	387.444	cd01853	Toc34_like	 - 	cl38936
Q#282 - >282	specific	214815	132	192	2.41949e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#283 - >283	specific	214815	127	186	3.18595e-36	124.906	smart00774	WRKY	 - 	cl03892
Q#284 - >284	specific	214815	366	423	4.66342e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#284 - >284	specific	214815	200	255	2.31887e-30	111.81	smart00774	WRKY	 - 	cl03892
Q#285 - >285	superfamily	421389	12	302	1.06056e-39	141.273	cl26744	TPT superfamily	 - 	 - 
Q#286 - >286	specific	214815	102	173	8.9851e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#287 - >287	superfamily	215636	169	523	3.14431e-39	157.346	cl33664	PLN03218 superfamily	NC	 - 
Q#287 - >287	specific	404055	517	562	2.6318e-12	61.9955	pfam13041	PPR_2	 - 	cl38385
Q#287 - >287	specific	404055	591	633	2.81484e-10	56.2176	pfam13041	PPR_2	 - 	cl38385
Q#287 - >287	superfamily	407303	532	682	6.16694e-10	59.7176	cl38513	PPR_long superfamily	 - 	 - 
Q#288 - >288	specific	214815	174	224	7.13299e-28	103.335	smart00774	WRKY	 - 	cl03892
Q#289 - >289	specific	214815	134	191	1.28272e-38	130.684	smart00774	WRKY	 - 	cl03892
Q#290 - >290	specific	397294	114	174	4.37139e-28	102.165	pfam03106	WRKY	 - 	cl03892
Q#291 - >291	specific	397294	131	190	8.81529e-28	102.55	pfam03106	WRKY	 - 	cl03892
Q#292 - >292	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#294 - >294	specific	214815	192	250	1.88189e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#295 - >295	specific	214815	68	125	1.93784e-33	114.891	smart00774	WRKY	 - 	cl03892
Q#296 - >296	specific	214815	384	441	3.43858e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#296 - >296	specific	397294	221	275	1.06715e-32	119.113	pfam03106	WRKY	 - 	cl03892
Q#296 - >296	superfamily	180887	288	387	0.0043044	39.7408	cl32198	PRK07211 superfamily	N	 - 
Q#297 - >297	specific	214815	123	180	1.7927e-38	129.529	smart00774	WRKY	 - 	cl03892
Q#298 - >298	specific	214815	148	205	1.25809e-31	110.269	smart00774	WRKY	 - 	cl03892
Q#299 - >299	specific	214815	123	188	5.00281e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#300 - >300	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#300 - >300	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#301 - >301	specific	214815	320	378	2.1006e-37	129.144	smart00774	WRKY	 - 	cl03892
Q#301 - >301	specific	402248	283	318	1.57679e-09	52.8859	pfam10533	Plant_zn_clust	 - 	cl11166
Q#302 - >302	specific	214815	163	220	2.24683e-33	114.891	smart00774	WRKY	 - 	cl03892
Q#303 - >303	specific	214815	250	308	1.44156e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#304 - >304	specific	214815	144	214	2.86161e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#305 - >305	superfamily	335237	89	600	0	768.393	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#307 - >307	specific	396785	10	140	2.0933e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#308 - >308	specific	214815	907	967	6.49577e-33	121.44	smart00774	WRKY	 - 	cl03892
Q#308 - >308	specific	214815	1038	1097	1.19898e-31	117.588	smart00774	WRKY	 - 	cl03892
Q#308 - >308	superfamily	395745	247	491	5.83145e-21	93.5979	cl26397	NB-ARC superfamily	 - 	 - 
Q#309 - >309	specific	214815	143	203	3.6902e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#310 - >310	specific	214815	121	185	1.11145e-26	98.7128	smart00774	WRKY	 - 	cl03892
Q#311 - >311	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#312 - >312	specific	214815	357	413	4.31731e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#313 - >313	specific	214815	245	303	1.92403e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#314 - >314	specific	214815	43	104	1.56835e-28	101.794	smart00774	WRKY	 - 	cl03892
Q#315 - >315	specific	214815	95	152	7.56664e-33	111.81	smart00774	WRKY	 - 	cl03892
Q#316 - >316	specific	214815	53	111	2.27173e-22	83.69	smart00774	WRKY	 - 	cl03892
Q#317 - >317	specific	214815	139	200	3.43213e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#318 - >318	specific	397294	147	215	1.25698e-28	104.476	pfam03106	WRKY	 - 	cl03892
Q#319 - >319	specific	214815	176	232	1.19925e-36	126.447	smart00774	WRKY	 - 	cl03892
Q#320 - >320	specific	214815	143	201	7.45151e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#321 - >321	specific	214815	187	244	2.48282e-36	125.292	smart00774	WRKY	 - 	cl03892
Q#322 - >322	specific	214815	391	448	2.0814e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#322 - >322	specific	214815	219	274	1.75078e-31	116.047	smart00774	WRKY	 - 	cl03892
Q#323 - >323	specific	214815	51	112	7.67283e-32	111.81	smart00774	WRKY	 - 	cl03892
Q#324 - >324	specific	214815	134	191	1.78098e-34	117.202	smart00774	WRKY	 - 	cl03892
Q#325 - >325	specific	214815	130	189	2.57757e-36	124.521	smart00774	WRKY	 - 	cl03892
Q#327 - >327	specific	214815	250	308	4.60443e-34	119.128	smart00774	WRKY	 - 	cl03892
Q#327 - >327	specific	402248	207	248	4.08811e-12	59.8195	pfam10533	Plant_zn_clust	 - 	cl11166
Q#328 - >328	specific	214815	162	218	1.73638e-31	114.121	smart00774	WRKY	 - 	cl03892
Q#329 - >329	specific	214815	182	236	3.01471e-30	109.498	smart00774	WRKY	 - 	cl03892
Q#330 - >330	specific	405121	614	713	1.64159e-22	92.697	pfam14372	DUF4413	 - 	cl16834
Q#330 - >330	specific	399013	758	840	7.26288e-21	87.3169	pfam05699	Dimer_Tnp_hAT	 - 	cl05324
Q#330 - >330	specific	397294	62	117	6.19573e-13	64.0299	pfam03106	WRKY	 - 	cl03892
Q#330 - >330	specific	214746	237	283	9.35112e-10	54.7412	smart00614	ZnF_BED	 - 	cl02703
Q#331 - >331	specific	214815	137	194	2.06158e-33	115.276	smart00774	WRKY	 - 	cl03892
Q#332 - >332	specific	404788	582	693	4.43441e-32	120.745	pfam13962	PGG	 - 	cl16503
Q#332 - >332	specific	404788	9	119	2.91406e-31	118.434	pfam13962	PGG	 - 	cl16503
Q#332 - >332	specific	404788	190	301	1.46699e-28	110.73	pfam13962	PGG	 - 	cl16503
Q#332 - >332	specific	404788	429	519	1.33981e-19	84.9213	pfam13962	PGG	 - 	cl16503
Q#332 - >332	superfamily	404788	776	848	1.01807e-14	71.0541	cl16503	PGG superfamily	C	 - 
Q#334 - >334	specific	214815	198	254	7.12038e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#335 - >335	specific	214815	117	177	5.97985e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#336 - >336	specific	397294	147	207	1.28521e-27	101.779	pfam03106	WRKY	 - 	cl03892
Q#337 - >337	specific	397294	223	279	4.91545e-34	118.343	pfam03106	WRKY	 - 	cl03892
Q#337 - >337	specific	402248	182	219	3.15905e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#338 - >338	specific	396785	9	143	3.21081e-28	108.666	pfam02365	NAM	 - 	cl03558
Q#339 - >339	specific	396290	41	315	5.00372e-152	432.868	pfam01650	Peptidase_C13	 - 	cl00042
Q#339 - >339	specific	411051	348	466	9.76466e-26	101.213	cd21115	legumain_C	 - 	cl41234
Q#340 - >340	specific	214815	118	178	2.16028e-35	121.44	smart00774	WRKY	 - 	cl03892
Q#341 - >341	specific	397294	522	576	9.06525e-31	114.876	pfam03106	WRKY	 - 	cl03892
Q#341 - >341	specific	214815	752	827	4.77505e-27	104.491	smart00774	WRKY	 - 	cl03892
Q#342 - >342	specific	214815	238	295	1.11307e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#343 - >343	specific	214815	152	212	5.93302e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#344 - >344	specific	214815	295	348	1.42551e-32	116.047	smart00774	WRKY	 - 	cl03892
Q#344 - >344	specific	402248	258	293	4.61143e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#345 - >345	specific	214815	97	155	2.605e-35	121.825	smart00774	WRKY	 - 	cl03892
Q#346 - >346	specific	214815	165	223	1.25443e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#347 - >347	specific	214815	389	446	1.12221e-33	121.054	smart00774	WRKY	 - 	cl03892
Q#347 - >347	specific	397294	222	276	2.25851e-28	106.402	pfam03106	WRKY	 - 	cl03892
Q#348 - >348	superfamily	335237	89	600	0	768.393	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#349 - >349	specific	215412	48	645	0	1026.56	PLN02769	PLN02769	 - 	cl30823
Q#350 - >350	specific	214815	339	396	1.87469e-31	114.506	smart00774	WRKY	 - 	cl03892
Q#350 - >350	specific	214815	194	249	3.53488e-27	102.95	smart00774	WRKY	 - 	cl03892
Q#351 - >351	superfamily	419665	104	375	4.74774e-80	247.956	cl21453	PKc_like superfamily	 - 	 - 
Q#352 - >352	specific	214815	409	466	9.16384e-37	130.684	smart00774	WRKY	 - 	cl03892
Q#352 - >352	specific	397294	237	291	1.74356e-31	116.032	pfam03106	WRKY	 - 	cl03892
Q#353 - >353	specific	214815	351	408	7.34691e-35	124.136	smart00774	WRKY	 - 	cl03892
Q#353 - >353	specific	214815	189	246	1.58249e-32	117.973	smart00774	WRKY	 - 	cl03892
Q#354 - >354	specific	214815	122	183	7.82633e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#355 - >355	specific	214815	126	190	6.71024e-32	113.35	smart00774	WRKY	 - 	cl03892
Q#356 - >356	superfamily	187754	173	265	1.22922e-12	65.8116	cl39120	AMN1 superfamily	NC	 - 
Q#356 - >356	specific	403981	83	118	9.5053e-05	39.0045	pfam12937	F-box-like	C	cl02535
Q#357 - >357	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#358 - >358	specific	214815	203	260	1.48293e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#359 - >359	specific	397294	129	194	2.97053e-25	96.3866	pfam03106	WRKY	 - 	cl03892
Q#360 - >360	specific	397294	413	468	6.58435e-34	122.58	pfam03106	WRKY	 - 	cl03892
Q#360 - >360	specific	397294	245	299	1.87866e-29	110.254	pfam03106	WRKY	 - 	cl03892
Q#361 - >361	specific	214815	239	297	2.4304e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#362 - >362	specific	214815	403	460	2.81408e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#363 - >363	specific	214815	1227	1286	2.78008e-26	102.565	smart00774	WRKY	 - 	cl03892
Q#363 - >363	superfamily	395745	407	640	1.88986e-16	80.5012	cl26397	NB-ARC superfamily	 - 	 - 
Q#363 - >363	superfamily	215633	205	426	2.18981e-10	65.6662	cl33662	PLN03210 superfamily	NC	 - 
Q#363 - >363	superfamily	215061	783	1186	1.47464e-06	52.928	cl33413	PLN00113 superfamily	C	 - 
Q#364 - >364	specific	398722	179	221	3.43704e-21	87.2164	pfam05182	Fip1	 - 	cl02162
Q#365 - >365	specific	214815	128	185	3.06464e-36	121.054	smart00774	WRKY	 - 	cl03892
Q#366 - >366	specific	214815	125	185	9.68716e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#367 - >367	specific	214815	335	392	1.06953e-36	128.373	smart00774	WRKY	 - 	cl03892
Q#367 - >367	specific	214815	179	234	3.06684e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#368 - >368	specific	396785	9	147	9.19249e-25	99.8067	pfam02365	NAM	 - 	cl03558
Q#369 - >369	specific	397294	229	287	1.6352e-35	124.891	pfam03106	WRKY	 - 	cl03892
Q#370 - >370	specific	214815	140	201	2.96825e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#371 - >371	specific	215412	1	643	0	1015.39	PLN02769	PLN02769	 - 	cl30823
Q#372 - >372	specific	214815	151	209	4.73902e-33	115.662	smart00774	WRKY	 - 	cl03892
Q#373 - >373	specific	214815	383	437	2.72366e-29	109.498	smart00774	WRKY	 - 	cl03892
Q#373 - >373	superfamily	227489	25	181	1.41413e-08	57.2261	cl27325	ULP1 superfamily	N	 - 
Q#374 - >374	superfamily	173412	39	325	1.13497e-19	96.3634	cl31754	PTZ00121 superfamily	NC	 - 
Q#375 - >375	specific	397294	328	384	5.9719e-37	128.358	pfam03106	WRKY	 - 	cl03892
Q#376 - >376	superfamily	227438	344	627	5.42523e-08	56.1802	cl34906	RNA14 superfamily	C	 - 
Q#376 - >376	specific	214642	121	153	7.2025e-05	40.225	smart00386	HAT	 - 	cl02592
Q#376 - >376	superfamily	421384	31	185	0.000168212	44.567	cl26712	U3_assoc_6 superfamily	C	 - 
Q#376 - >376	superfamily	111114	223	251	0.000554599	37.9304	cl03482	HAT superfamily	 - 	 - 
Q#377 - >377	specific	214815	69	130	1.75061e-27	101.024	smart00774	WRKY	 - 	cl03892
Q#378 - >378	specific	399123	35	323	1.98932e-128	367.3	pfam05910	DUF868	 - 	cl05466
Q#379 - >379	specific	399123	35	323	3.28967e-128	366.53	pfam05910	DUF868	 - 	cl05466
Q#380 - >380	specific	214815	250	306	5.22244e-33	119.514	smart00774	WRKY	 - 	cl03892
Q#381 - >381	specific	214815	200	257	3.01042e-35	124.136	smart00774	WRKY	 - 	cl03892
Q#382 - >382	specific	214815	280	337	1.03946e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#383 - >383	specific	214815	136	196	2.15911e-22	87.542	smart00774	WRKY	 - 	cl03892
Q#384 - >384	specific	214815	43	104	2.54774e-28	101.409	smart00774	WRKY	 - 	cl03892
Q#385 - >385	specific	214815	312	368	1.06025e-34	124.906	smart00774	WRKY	 - 	cl03892
Q#386 - >386	superfamily	408661	124	220	1.84186e-21	87.6293	cl40899	FANCL_d3 superfamily	 - 	 - 
Q#386 - >386	superfamily	418438	229	290	4.85564e-15	68.9945	cl17238	RING_Ubox superfamily	C	 - 
Q#386 - >386	superfamily	408660	31	125	8.48157e-12	60.7631	cl40898	FANCL_d2 superfamily	 - 	 - 
Q#387 - >387	specific	214815	198	256	6.39019e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#388 - >388	specific	214815	306	362	2.5184e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#389 - >389	specific	214815	102	159	2.87778e-30	106.032	smart00774	WRKY	 - 	cl03892
Q#390 - >390	specific	214815	174	231	6.65192e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#391 - >391	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#392 - >392	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#392 - >392	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#393 - >393	specific	214815	134	191	1.28272e-38	130.684	smart00774	WRKY	 - 	cl03892
Q#394 - >394	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#394 - >394	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#395 - >395	specific	214815	93	151	4.9472e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#396 - >396	specific	214815	38	163	1.02221e-20	82.1492	smart00774	WRKY	 - 	cl03892
Q#397 - >397	specific	397294	169	225	2.95918e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#397 - >397	specific	402248	122	165	3.11726e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#398 - >398	specific	214815	135	197	2.30662e-30	109.884	smart00774	WRKY	 - 	cl03892
Q#399 - >399	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#400 - >400	specific	214815	139	196	1.44739e-35	120.669	smart00774	WRKY	 - 	cl03892
Q#401 - >401	specific	214815	175	232	3.80423e-36	122.21	smart00774	WRKY	 - 	cl03892
Q#402 - >402	specific	214815	205	262	4.76141e-34	120.284	smart00774	WRKY	 - 	cl03892
Q#403 - >403	specific	397294	34	93	5.69978e-28	99.8534	pfam03106	WRKY	 - 	cl03892
Q#404 - >404	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#405 - >405	specific	214815	97	155	3.58907e-35	121.825	smart00774	WRKY	 - 	cl03892
Q#406 - >406	superfamily	173412	39	325	2.70669e-19	94.8226	cl31754	PTZ00121 superfamily	NC	 - 
Q#408 - >408	superfamily	335237	89	600	0	768.393	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#409 - >409	specific	214815	43	104	2.54774e-28	101.409	smart00774	WRKY	 - 	cl03892
Q#410 - >410	specific	396290	41	315	2.65176e-152	433.253	pfam01650	Peptidase_C13	 - 	cl00042
Q#410 - >410	specific	411051	348	466	9.4039e-26	101.213	cd21115	legumain_C	 - 	cl41234
Q#411 - >411	specific	397294	3	30	6.74997e-12	56.7111	pfam03106	WRKY	N	cl03892
Q#412 - >412	specific	214815	424	481	1.74939e-33	121.054	smart00774	WRKY	 - 	cl03892
Q#412 - >412	specific	397294	257	311	4.1512e-28	106.017	pfam03106	WRKY	 - 	cl03892
Q#413 - >413	specific	214815	53	111	2.27173e-22	83.69	smart00774	WRKY	 - 	cl03892
Q#414 - >414	specific	214815	487	544	1.20538e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#414 - >414	specific	214815	277	331	6.28965e-31	114.891	smart00774	WRKY	 - 	cl03892
